neg_id,src_idx,src_lat,src_lon,neg_lat,neg_lon,offset_m,img_path,img_download_ok,img_status_code,img_content_type,places_http_status,places_status,places_count_topk,poi_topk,map_strong_hits,map_soft_hits,stage1_decision,run_tag
67,46,34.1365345,-83.9490982,34.13522541247397,-83.96754638973353,1701.1447436449766,negative_samples_random_offset_1500_5000m_1000/neg_67.jpg,True,200,image/png,200,OK,10,"[""Buford | locality,political"", ""Theragenics Corporation | store,health,point_of_interest,establishment"", ""Stovall and Company, Inc. | point_of_interest,establishment"", ""Classic Window Coverings | store,point_of_interest,establishment"", ""Pruitt Heating & Air, Inc. | general_contractor,store,point_of_interest,establishment"", ""Pinnacle Custom Signs | store,point_of_interest,establishment"", ""Savage Jerky Co | point_of_interest,establishment"", ""Resthaven Baptist Church | church,place_of_worship,point_of_interest,establishment"", ""Heritage Printing | point_of_interest,establishment"", ""Paramount Design Studio | point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
68,245,40.1400609,-88.235011,40.11642521710425,-88.2263888832218,2723.6683482358567,negative_samples_random_offset_1500_5000m_1000/neg_68.jpg,True,200,image/png,200,OK,10,"[""Champaign | locality,political"", ""Hampton Inn Champaign/Urbana | lodging,point_of_interest,establishment"", ""Dr. Aarti J. Raut, MD | doctor,health,point_of_interest,establishment"", ""Coordinated Science Laboratory | university,point_of_interest,establishment"", ""Beckman Institute | university,point_of_interest,establishment"", ""OSF Sacred Heart Medical Center - Urbana | hospital,health,point_of_interest,establishment"", ""Durst Cycle and Fitness | bicycle_store,store,point_of_interest,establishment"", ""Reddy Chittaranja MD | doctor,health,point_of_interest,establishment"", ""Retina Consultants-Central | doctor,health,point_of_interest,establishment"", ""Orthopedic Partners | doctor,health,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
69,96,38.8228664,-91.0687905,38.810689375699255,-91.12329205424383,4903.208990990075,negative_samples_random_offset_1500_5000m_1000/neg_69.jpg,True,200,image/png,200,OK,9,"[""Truesdale | locality,political"", ""Oldcastle Building Envelope | point_of_interest,establishment"", ""Mercy's Hope | point_of_interest,establishment"", ""C&S metalworks | point_of_interest,establishment"", ""The Curly Willow | store,point_of_interest,establishment"", ""Artur Express Inc Truesdale Lot | parking,point_of_interest,establishment"", ""Countryside Mobile Home Park | rv_park,lodging,point_of_interest,establishment"", ""The Curly Willow | general_contractor,point_of_interest,establishment"", ""WCSW | point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
70,183,41.983797,-88.1239902,41.95960000700939,-88.11501246457914,2786.143089071793,negative_samples_random_offset_1500_5000m_1000/neg_70.jpg,True,200,image/png,200,OK,2,"[""Bloomingdale | locality,political"", ""Keeneyville | neighborhood,political""]",[],[],keep_after_map,dryrun_100
71,67,41.7203455,-87.5885459,41.72572681675712,-87.6327975201201,3714.614697740845,negative_samples_random_offset_1500_5000m_1000/neg_71.jpg,True,200,image/png,200,OK,10,"[""Chicago | locality,political"", ""Robichaux Park | tourist_attraction,park,point_of_interest,establishment"", ""Ivy Park Homes | point_of_interest,establishment"", ""Turner-Drew Language Academy | school,point_of_interest,establishment"", ""Robichaux Park Fieldhouse | point_of_interest,establishment"", ""Robichaux Park Basketball Courts | point_of_interest,establishment"", ""Divvy | point_of_interest,establishment"", ""Robichaux Park Playground | point_of_interest,establishment"", ""Saint Matthew-Gordon African Methodist Episcopal Zion Church | church,place_of_worship,point_of_interest,establishment"", ""Forever in love LLC | food,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
72,36,39.3934659,-84.22569720000001,39.38191261131874,-84.251490159789,2557.34241701784,negative_samples_random_offset_1500_5000m_1000/neg_72.jpg,True,200,image/png,200,OK,10,"[""Lebanon | locality,political"", ""Miami Woodworking Inc | general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment"", ""Star Packaging & Distribution | point_of_interest,establishment"", ""Ohio Valley Environ Engrg Services | point_of_interest,establishment"", ""Fayetteville-Perry Twp Sewer | local_government_office,point_of_interest,establishment"", ""Franklin Brazing & Metal Treating | point_of_interest,establishment"", ""Conger Construction Group | general_contractor,point_of_interest,establishment"", ""Doran Enterprises Inc | point_of_interest,establishment"", ""Precision Site Development | general_contractor,point_of_interest,establishment"", ""Contemporary Image Labeling | art_gallery,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
73,168,40.8015352,-74.1422572,40.77267315890478,-74.11195663916615,4092.1475026583175,negative_samples_random_offset_1500_5000m_1000/neg_73.jpg,True,200,image/png,200,OK,1,"[""Kearny | locality,political""]",[],[],keep_after_map,dryrun_100
74,157,36.1784015,-95.8796411,36.15996845978819,-95.84304227176732,3865.133588442372,negative_samples_random_offset_1500_5000m_1000/neg_74.jpg,True,200,image/png,200,OK,10,"[""Tulsa | locality,political"", ""MATHESON | store,health,point_of_interest,establishment"", ""Aeon Gas Measurement LLC | point_of_interest,establishment"", ""Mid-America Pipeline | general_contractor,point_of_interest,establishment"", ""Resurrection Cycles LLC. | car_repair,point_of_interest,establishment"", ""Aspen Manufactured Homes | general_contractor,point_of_interest,establishment"", ""No Place Sports Bar | bar,point_of_interest,establishment"", ""Lifeway Homes | car_dealer,general_contractor,store,point_of_interest,establishment"", ""Asphalt Transport Inc | moving_company,point_of_interest,establishment"", ""(7928) Admiral Pl & 121st E Ave EB | bus_station,transit_station,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
75,213,41.2937671,-81.4276821,41.32948500770661,-81.46259741412896,4919.123815050998,negative_samples_random_offset_1500_5000m_1000/neg_75.jpg,True,200,image/png,200,OK,10,"[""Twinsburg | locality,political"", ""Paul Mitchell The School Cleveland | spa,hair_care,beauty_salon,point_of_interest,establishment"", ""China Moon | meal_delivery,restaurant,food,point_of_interest,establishment"", ""The Original Steaks and Hoagies - Twinsburg | restaurant,food,point_of_interest,establishment"", ""Hair Paul Mitchell Hair | beauty_salon,point_of_interest,establishment"", ""Armadillo Cleaners | laundry,point_of_interest,establishment"", ""OK, Inc. | point_of_interest,establishment"", ""Goodwill Industries | store,point_of_interest,establishment"", ""Creative Early Learning Center Child Care & Preschool | school,point_of_interest,establishment"", ""Quest Financial & Insurance Services | insurance_agency,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
76,39,26.629639,-81.87228100000002,26.613640797517967,-81.91145204539137,4273.21777860252,negative_samples_random_offset_1500_5000m_1000/neg_76.jpg,True,200,image/png,200,OK,2,"[""Cape Coral | locality,political"", ""Fort Myers | locality,political""]",[],[],keep_after_map,dryrun_100
77,149,32.9164475,-97.0834616,32.906173842520154,-97.1267699459224,4193.526137829865,negative_samples_random_offset_1500_5000m_1000/neg_77.jpg,True,200,image/png,200,OK,6,"[""Grapevine | locality,political"", ""Glenhope Elementary School | primary_school,school,point_of_interest,establishment"", ""SD Leather Goods | point_of_interest,establishment"", ""Jetsetting Ginny Travel Co | travel_agency,point_of_interest,establishment"", ""Albritton | dentist,health,point_of_interest,establishment"", ""Colleyville | locality,political""]",[],[],keep_after_map,dryrun_100
78,307,46.7535359,-92.0968223,46.746837158892426,-92.1240611127003,2200.926847327881,negative_samples_random_offset_1500_5000m_1000/neg_78.jpg,True,200,image/png,200,OK,2,"[""Duluth | locality,political"", ""Superior | locality,political""]",[],[],keep_after_map,dryrun_100
79,278,38.39276359999999,-78.96630739999999,38.37313439043167,-78.99175136410427,3106.016762024403,negative_samples_random_offset_1500_5000m_1000/neg_79.jpg,True,200,image/png,200,ZERO_RESULTS,0,[],[],[],keep_after_map,dryrun_100
80,186,34.0895697,-83.9865396,34.12538385864147,-84.01245439212639,4634.508065451533,negative_samples_random_offset_1500_5000m_1000/neg_80.jpg,True,200,image/png,200,OK,3,"[""Buford | locality,political"", ""Hyper Sport Engineering-Lotus | point_of_interest,establishment"", ""Silver Sheet Enterprises Inc | general_contractor,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
81,60,32.1705144,-81.270847,32.18640866912924,-81.2483900715298,2750.408818170823,negative_samples_random_offset_1500_5000m_1000/neg_81.jpg,True,200,image/png,200,OK,5,"[""Savannah | locality,political"", ""Room with private bathroom for rent for long periods. | lodging,point_of_interest,establishment"", ""Charming home with pool, patio, dog-friendly space near the beach | lodging,point_of_interest,establishment"", ""Maxs Way & Co LLC | point_of_interest,establishment"", ""Killian's Final Touch | point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
83,333,31.165387,-90.449001,31.14210808833324,-90.42529607944078,3427.2560057298715,negative_samples_random_offset_1500_5000m_1000/neg_83.jpg,True,200,image/png,200,ZERO_RESULTS,0,[],[],[],keep_after_map,dryrun_100
84,311,44.2037656,-88.4817772,44.18516112768792,-88.43095652685791,4540.679239993353,negative_samples_random_offset_1500_5000m_1000/neg_84.jpg,True,200,image/png,200,ZERO_RESULTS,0,[],[],[],keep_after_map,dryrun_100
85,337,42.1118178,-71.2346069,42.14423659052405,-71.2719508662758,4733.395637612608,negative_samples_random_offset_1500_5000m_1000/neg_85.jpg,True,200,image/png,200,OK,1,"[""Walpole | locality,political""]",[],[],keep_after_map,dryrun_100
86,170,41.8010206,-88.2937039,41.81229345855577,-88.3090232746079,1781.177367130867,negative_samples_random_offset_1500_5000m_1000/neg_86.jpg,True,200,image/png,200,OK,4,"[""North Aurora | locality,political"", ""Pine Creek Park | park,point_of_interest,establishment"", ""Abbas Rizvi's Photography | point_of_interest,establishment"", ""Chicago 360 Booth LLC | point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
87,302,34.4505665,-118.6435186,34.44290784666569,-118.66479464776364,2124.905951202644,negative_samples_random_offset_1500_5000m_1000/neg_87.jpg,True,200,image/png,200,OK,1,"[""Val Verde | locality,political""]",[],[],keep_after_map,dryrun_100
88,66,41.355337,-81.4548088,41.34887783747256,-81.47824841858946,2080.4240676544323,negative_samples_random_offset_1500_5000m_1000/neg_88.jpg,True,200,image/png,200,OK,3,"[""Twinsburg | locality,political"", ""HavilahTech LLC | point_of_interest,establishment"", ""Glenwillow | locality,political""]",[],[],keep_after_map,dryrun_100
89,246,33.71661460000001,-117.969072,33.70097073086879,-117.95576476555853,2127.179565349067,negative_samples_random_offset_1500_5000m_1000/neg_89.jpg,True,200,image/png,200,OK,10,"[""Fountain Valley | locality,political"", ""MemorialCare Orange Coast Medical Center | doctor,health,point_of_interest,establishment"", ""Work Main Edinger Medical Group | doctor,health,point_of_interest,establishment"", ""Dr. Sanjiv M. Patel, MD | doctor,health,point_of_interest,establishment"", ""Podolsky Anatol MD | doctor,health,point_of_interest,establishment"", ""Sirus Farivar, MD | United Gastroenterologists | doctor,health,point_of_interest,establishment"", ""Minal Mehta, MD | doctor,health,point_of_interest,establishment"", ""Orange County Brain & Spine Group | doctor,health,point_of_interest,establishment"", ""Socal Urology | health,point_of_interest,establishment"", ""OrangeCoast OBGYN | health,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
90,66,41.355337,-81.4548088,41.35355919435855,-81.41287974699969,3499.0777436847984,negative_samples_random_offset_1500_5000m_1000/neg_90.jpg,True,200,image/png,200,OK,1,"[""Solon | locality,political""]",[],[],keep_after_map,dryrun_100
91,255,38.8721859,-76.84806069999999,38.85746974337698,-76.86769175748698,2355.0771394037665,negative_samples_random_offset_1500_5000m_1000/neg_91.jpg,True,200,image/png,200,OK,3,"[""Forestville | locality,political"", ""Queen Electric | electrician,point_of_interest,establishment"", ""Kingdom Hall of Jehovah’s Witnesses | church,place_of_worship,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
92,119,34.132546,-117.9305753,34.1584199183248,-117.92789737995176,2882.525062012729,negative_samples_random_offset_1500_5000m_1000/neg_92.jpg,True,200,image/png,200,OK,1,"[""Azusa | locality,political""]",[],[],keep_after_map,dryrun_100
94,216,30.0022545,-90.0160976,30.034142986158944,-90.0319451994153,3853.517790207697,negative_samples_random_offset_1500_5000m_1000/neg_94.jpg,True,200,image/png,200,OK,4,"[""New Orleans | locality,political"", ""Airport Fuel Farm | point_of_interest,establishment"", ""Catholic Charities | point_of_interest,establishment"", ""New Orleans East Area | neighborhood,political""]",[],[],keep_after_map,dryrun_100
95,37,40.0728186,-74.22838899999999,40.08123308794407,-74.24626799545126,1782.878129019248,negative_samples_random_offset_1500_5000m_1000/neg_95.jpg,True,200,image/png,200,OK,2,"[""Lakewood | locality,political"", ""Cong. Nivei Shaanon | synagogue,place_of_worship,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
96,344,29.3178781,-98.6212213,29.320910429608965,-98.63874935338848,1729.4822148655524,negative_samples_random_offset_1500_5000m_1000/neg_96.jpg,True,200,image/png,200,OK,2,"[""San Antonio | locality,political"", ""South Side | neighborhood,political""]",[],[],keep_after_map,dryrun_100
97,154,44.0527905,-91.6313246,44.04558657641604,-91.68262049109764,4169.557675721277,negative_samples_random_offset_1500_5000m_1000/neg_97.jpg,True,200,image/png,200,OK,3,"[""Winona | locality,political"", ""Melanie Anderson Photography | point_of_interest,establishment"", ""Classroom Con Corazon | store,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
98,241,44.0744955,-87.6726066,44.06744626111898,-87.7030353355828,2549.618114831397,negative_samples_random_offset_1500_5000m_1000/neg_98.jpg,True,200,image/png,200,OK,4,"[""Manitowoc | locality,political"", ""AMC CLASSIC Manitowoc 10 | movie_theater,point_of_interest,establishment"", ""Lakeland Landscape Inc | general_contractor,point_of_interest,establishment"", ""After Hours Auto Repair | car_repair,point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
99,210,32.8440623,-97.3191386,32.86050219854942,-97.29351201253378,3006.88847414848,negative_samples_random_offset_1500_5000m_1000/neg_99.jpg,True,200,image/png,200,OK,10,"[""Fort Worth | locality,political"", ""Albertsons | grocery_or_supermarket,florist,supermarket,bakery,food,point_of_interest,store,establishment"", ""Los Molcajetes | restaurant,food,point_of_interest,establishment"", ""Automation Personnel Services - Fort Worth | point_of_interest,establishment"", ""Wild Sushi & Ramen | meal_takeaway,restaurant,food,point_of_interest,establishment"", ""Boopa's Bagel Deli | meal_delivery,bakery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"", ""AlphaGraphics | point_of_interest,store,establishment"", ""Inspire Destination Marketing | point_of_interest,establishment"", ""FlyLock | locksmith,point_of_interest,store,establishment"", ""Light of Life International | point_of_interest,establishment""]",[],[],keep_after_map,dryrun_100
